driver,kart,tires,glider,weight,acceleration,on road traction,off road traction,mini-turbo,ground speed,water speed,anti-gravity speed,air speed,ground handling,water handling,anti-gravity handling,air handling,speed+MT,Pareto Optimal?
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,9,15,6,12,13,11,16,14,12,12,12,12,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,10,15,6,13,12,11,16,13,12,12,12,13,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,12,8,14,6,10,14,10,15,12,10,7,12,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,9,14,6,11,13,10,16,11,10,7,12,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,8,15,5,10,14,9,16,12,10,8,11,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,9,15,5,11,13,9,16,11,10,8,11,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,13,7,11,8,10,14,13,12,14,10,9,11,8,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,8,11,8,11,13,13,13,13,10,9,11,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,7,12,7,10,14,12,13,14,10,10,10,8,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,8,12,7,11,13,12,13,13,10,10,10,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,9,12,11,9,14,11,12,13,14,11,10,14,10,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,13,11,9,15,10,12,14,13,11,10,14,11,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,12,12,8,14,11,11,14,14,11,11,13,10,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,13,12,8,15,10,11,14,13,11,11,13,11,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,12,10,13,12,11,13,14,13,13,9,8,12,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,11,13,12,12,12,14,14,12,9,8,12,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,10,14,11,11,13,13,14,13,9,9,11,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,11,14,11,12,12,13,14,12,9,9,11,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,10,11,12,12,14,11,11,12,16,10,8,12,11,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,12,12,12,15,10,11,13,15,10,8,12,12,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,11,13,11,14,11,10,13,16,10,9,11,11,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Mach 8/Sports Coupe/Inkstriker,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,12,13,11,15,10,10,13,15,10,9,11,12,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,12,9,11,10,11,13,15,10,11,10,13,10,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,10,11,10,12,12,15,11,10,10,13,10,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,9,12,9,11,13,14,11,11,10,14,9,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,10,12,9,12,12,14,11,10,10,14,9,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,14,7,12,12,10,13,14,10,9,7,11,7,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,8,12,12,11,12,14,11,8,7,11,7,9,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,7,13,11,10,13,13,11,9,7,12,6,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,8,13,11,11,12,13,11,8,7,12,6,9,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,10,11,9,9,13,11,15,8,11,11,14,11,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,12,9,9,14,10,15,9,10,11,14,11,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,11,10,8,13,11,14,9,11,11,15,10,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,12,10,8,14,10,14,9,10,11,15,10,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,12,7,13,6,10,14,14,12,10,11,14,10,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,8,13,6,11,13,14,13,9,11,14,10,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,7,14,5,10,14,13,13,10,11,15,9,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,8,14,5,11,13,13,13,9,11,15,9,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,13,6,13,5,8,15,12,12,8,9,10,9,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,7,13,5,9,14,12,13,7,9,10,9,9,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,6,14,4,8,15,11,13,8,9,11,8,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,7,14,4,9,14,11,13,7,9,11,8,9,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,14,5,10,7,8,15,15,9,10,9,12,8,7,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,6,10,7,9,14,15,10,9,9,12,8,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,5,11,6,8,15,14,10,10,9,13,7,7,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,6,11,6,9,14,14,10,9,9,13,7,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,10,10,10,8,12,12,14,10,10,10,13,11,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,11,10,8,13,11,14,11,9,10,13,11,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,10,11,7,12,12,13,11,10,10,14,10,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,11,11,7,13,11,13,11,9,10,14,10,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,13,8,12,11,9,14,16,10,9,8,11,9,9,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,9,12,11,10,13,16,11,8,8,11,9,10,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,8,13,10,9,14,15,11,9,8,12,8,9,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,9,13,10,10,13,15,11,8,8,12,8,10,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,11,9,11,11,12,12,13,9,12,9,11,9,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,10,11,11,13,11,13,10,11,9,11,9,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,9,12,10,12,12,12,10,12,9,12,8,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,10,12,10,13,11,12,10,11,9,12,8,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,10,13,14,10,14,11,12,11,15,13,10,12,13,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,14,14,10,15,10,12,12,14,13,10,12,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,13,15,9,14,11,11,12,15,13,11,11,13,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,14,15,9,15,10,11,12,14,13,11,11,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,12,11,15,12,13,11,11,11,13,10,8,9,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,12,15,12,14,10,11,12,12,10,8,9,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,11,16,11,13,11,10,12,13,10,9,8,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,12,16,11,14,10,10,12,12,10,9,8,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,8,15,12,9,16,9,12,9,15,14,11,13,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,7,16,12,9,17,8,12,10,14,14,11,13,15,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,9,15,13,8,16,9,11,10,15,14,12,12,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,8,16,13,8,17,8,11,10,14,14,12,12,15,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,10,11,16,6,13,12,11,13,14,14,11,12,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,12,16,6,14,11,11,14,13,14,11,12,15,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,11,17,5,13,12,10,14,14,14,12,11,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,12,17,5,14,11,10,14,13,14,12,11,15,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,11,10,16,5,11,13,9,13,12,12,7,11,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,11,16,5,12,12,9,14,11,12,7,11,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,10,17,4,11,13,8,14,12,12,8,10,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,11,17,4,12,12,8,14,11,12,8,10,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,12,9,13,7,11,13,12,10,14,12,9,10,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,10,13,7,12,12,12,11,13,12,9,10,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,9,14,6,11,13,11,11,14,12,10,9,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,10,14,6,12,12,11,11,13,12,10,9,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,8,14,13,8,15,10,11,11,14,13,10,13,12,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,7,15,13,8,16,9,11,12,13,13,10,13,13,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,9,14,14,7,15,10,10,12,14,13,11,12,12,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,8,15,14,7,16,9,10,12,13,13,11,12,13,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,11,12,15,11,12,12,13,11,13,11,8,11,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,13,15,11,13,11,13,12,12,11,8,11,13,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,12,16,10,12,12,12,12,13,11,9,10,12,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,13,16,10,13,11,12,12,12,11,9,10,13,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,9,13,14,11,15,10,10,10,16,12,8,11,13,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,14,14,11,16,9,10,11,15,12,8,11,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,13,15,10,15,10,9,11,16,12,9,10,13,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,14,15,10,16,9,9,11,15,12,9,10,14,25,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,11,9,13,8,10,14,11,12,13,10,9,11,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,10,13,8,11,13,11,13,12,10,9,11,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,9,14,7,10,14,10,13,13,10,10,10,9,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,10,14,7,11,13,10,13,12,10,10,10,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,13,7,14,10,9,14,10,12,11,7,7,8,7,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,8,14,10,10,13,10,13,10,7,7,8,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,7,15,9,9,14,9,13,11,7,8,7,7,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,8,15,9,10,13,9,13,10,7,8,7,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,9,11,11,7,12,12,11,10,13,11,10,12,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,12,11,7,13,11,11,11,12,11,10,12,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,11,12,6,12,12,10,11,13,11,11,11,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,12,12,6,13,11,10,11,12,11,11,11,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,11,7,15,4,9,15,10,14,12,11,10,11,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,8,15,4,10,14,10,15,11,11,10,11,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,7,16,3,9,15,9,15,12,11,11,10,10,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,8,16,3,10,14,9,15,11,11,11,10,11,24,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,12,6,15,3,7,16,8,14,10,9,6,10,7,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,7,15,3,8,15,8,15,9,9,6,10,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,6,16,2,7,16,7,15,10,9,7,9,7,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,7,16,2,8,15,7,15,9,9,7,9,8,23,false
Tanooki Mario/Villager (male)/Inkling Boy,Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,13,5,12,5,7,16,11,11,12,9,8,9,6,23,false
